City,State,station_count,total_ports,city_state
Jeffersonville,IN,4,18,"Jeffersonville, IN"
Havelock,NC,4,8,"Havelock, NC"
Cockeysville,MD,4,33,"Cockeysville, MD"
White Sulphur Springs,WV,4,20,"White Sulphur Springs, WV"
Lewis Center,OH,4,10,"Lewis Center, OH"
Perry,NY,4,8,"Perry, NY"
Vergennes,VT,4,21,"Vergennes, VT"
Aubrey,TX,4,13,"Aubrey, TX"
Keswick,VA,4,6,"Keswick, VA"
Cleveland,GA,4,11,"Cleveland, GA"
Pico Rivera,CA,4,24,"Pico Rivera, CA"
Bradford,VT,4,16,"Bradford, VT"
Crystal River,FL,4,15,"Crystal River, FL"
Lemont,IL,4,16,"Lemont, IL"
Lincoln Park,NJ,4,7,"Lincoln Park, NJ"
Schiller Park,IL,4,11,"Schiller Park, IL"
Belleville,IL,4,7,"Belleville, IL"
Eagle Pass,TX,4,12,"Eagle Pass, TX"
Colby,KS,4,22,"Colby, KS"
Swansea,MA,4,12,"Swansea, MA"
Jensen Beach,FL,4,15,"Jensen Beach, FL"
Attica,OH,4,7,"Attica, OH"
Wallington,NJ,4,4,"Wallington, NJ"
Leland,NC,4,17,"Leland, NC"
Limon,CO,4,35,"Limon, CO"
Hebron,CT,4,14,"Hebron, CT"
Hawaiian Gardens,CA,4,49,"Hawaiian Gardens, CA"
Clinton Twp,MI,4,12,"Clinton Twp, MI"
Bergenfield,NJ,4,20,"Bergenfield, NJ"
Brandon,MS,4,12,"Brandon, MS"
Clinton,MO,4,12,"Clinton, MO"
New Albany,MS,4,11,"New Albany, MS"
Helen,GA,4,22,"Helen, GA"
Waunakee,WI,4,8,"Waunakee, WI"
Bethany,MO,4,10,"Bethany, MO"
Suwanee,GA,4,22,"Suwanee, GA"
Berwyn,IL,4,11,"Berwyn, IL"
Cloverdale,OR,4,4,"Cloverdale, OR"
Aurora,NE,4,8,"Aurora, NE"
Sussex,NJ,4,8,"Sussex, NJ"
Lexington,NE,4,16,"Lexington, NE"
Kent,CT,4,7,"Kent, CT"
East Ellijay,GA,4,5,"East Ellijay, GA"
White Plains,MD,4,14,"White Plains, MD"
Kensington,MD,4,12,"Kensington, MD"
Watkinsville,GA,4,10,"Watkinsville, GA"
Speculator,NY,4,12,"Speculator, NY"
Salem,MO,4,6,"Salem, MO"
Lilburn,GA,4,10,"Lilburn, GA"
East Aurora,NY,4,17,"East Aurora, NY"
Peterborough,NH,4,8,"Peterborough, NH"
Coarsegold,CA,4,26,"Coarsegold, CA"
Vernal,UT,4,18,"Vernal, UT"
Old Fort,NC,4,22,"Old Fort, NC"
Lewisberry,PA,4,8,"Lewisberry, PA"
Sutton,WV,4,16,"Sutton, WV"
Wood River,IL,4,8,"Wood River, IL"
De Queen,AR,4,8,"De Queen, AR"
Clive,IA,4,10,"Clive, IA"
Sutter Creek,CA,4,8,"Sutter Creek, CA"
Keizer,OR,4,23,"Keizer, OR"
Bremen,GA,4,5,"Bremen, GA"
Hallowell,ME,4,12,"Hallowell, ME"
Bemidji,MN,4,14,"Bemidji, MN"
Edgewater,CO,4,18,"Edgewater, CO"
London,KY,4,21,"London, KY"
Tannersville,NY,4,7,"Tannersville, NY"
Oakwood,GA,4,19,"Oakwood, GA"
Junction,TX,4,21,"Junction, TX"
Lomita,CA,4,16,"Lomita, CA"
Loleta,CA,4,6,"Loleta, CA"
Bridgeville,PA,4,19,"Bridgeville, PA"
Muskogee,OK,4,22,"Muskogee, OK"
Rockville Centre,NY,4,13,"Rockville Centre, NY"
Eastvale,CA,4,26,"Eastvale, CA"
Belton,TX,4,10,"Belton, TX"
Oakdale,MN,4,24,"Oakdale, MN"
Tamarac,FL,4,9,"Tamarac, FL"
Clark,NJ,4,32,"Clark, NJ"
Clarkdale,AZ,4,8,"Clarkdale, AZ"
Wilmette,IL,4,8,"Wilmette, IL"
Muncy,PA,4,6,"Muncy, PA"
Danville,KY,4,8,"Danville, KY"
Circleville,OH,4,16,"Circleville, OH"
Stafford,VA,4,32,"Stafford, VA"
Mt. Pleasant,MI,4,5,"Mt. Pleasant, MI"
Tavares,FL,4,7,"Tavares, FL"
Loomis,CA,4,28,"Loomis, CA"
Bennett,CO,4,6,"Bennett, CO"
Edinburg,TX,4,11,"Edinburg, TX"
Playa Vista,CA,4,21,"Playa Vista, CA"
Kamas,UT,4,10,"Kamas, UT"
Longwood,FL,4,17,"Longwood, FL"
Seaford,DE,4,14,"Seaford, DE"
South Saint Paul,MN,4,6,"South Saint Paul, MN"
Arnold,MD,4,9,"Arnold, MD"
Platteville,WI,4,10,"Platteville, WI"
Mt. Vernon,WA,4,10,"Mt. Vernon, WA"
Edgewater,MD,4,14,"Edgewater, MD"
Staatsburg,NY,4,14,"Staatsburg, NY"
Artesia,NM,4,10,"Artesia, NM"
Easton,MD,4,20,"Easton, MD"
Talent,OR,4,7,"Talent, OR"
Hastings,NE,4,13,"Hastings, NE"
Johnson City,TX,4,15,"Johnson City, TX"
Oak Grove,KY,4,4,"Oak Grove, KY"
Little Falls,NJ,4,9,"Little Falls, NJ"
Southold,NY,4,22,"Southold, NY"
Sycamore,IL,4,12,"Sycamore, IL"
Harrison,NJ,4,18,"Harrison, NJ"
Atlantic Highlands,NJ,4,8,"Atlantic Highlands, NJ"
Lithonia,GA,4,17,"Lithonia, GA"
Bradenton Beach,FL,4,16,"Bradenton Beach, FL"
Narragansett,RI,4,10,"Narragansett, RI"
Rolla,MO,4,16,"Rolla, MO"
Brevard,NC,4,11,"Brevard, NC"
Hartford,WI,4,17,"Hartford, WI"
East Highland Park,VA,4,8,"East Highland Park, VA"
Harvey,LA,4,9,"Harvey, LA"
Woodbine,NJ,4,10,"Woodbine, NJ"
Bellevue,NE,4,6,"Bellevue, NE"
Brentwood,MO,4,17,"Brentwood, MO"
Rogers City,MI,4,6,"Rogers City, MI"
White Hall,AR,4,9,"White Hall, AR"
Plain City,OH,4,7,"Plain City, OH"
East Rutherford,NJ,4,50,"East Rutherford, NJ"
Scottsburg,IN,4,7,"Scottsburg, IN"
Hancock,MD,4,6,"Hancock, MD"
Woodhaven,MI,4,12,"Woodhaven, MI"
Clarkston,WA,4,10,"Clarkston, WA"
Livingston,TX,4,14,"Livingston, TX"
Wilmington,NY,4,8,"Wilmington, NY"
Woodcliff Lake,NJ,4,14,"Woodcliff Lake, NJ"
Rocky River,OH,4,7,"Rocky River, OH"
Woodbury,NY,4,5,"Woodbury, NY"
Clarksville,MD,4,7,"Clarksville, MD"
Cutler Bay,FL,4,12,"Cutler Bay, FL"
Nags Head,NC,4,24,"Nags Head, NC"
Wantagh,NY,4,17,"Wantagh, NY"
Benton,AR,4,21,"Benton, AR"
Clay Center,KS,4,8,"Clay Center, KS"
Briarcliff Manor,NY,4,8,"Briarcliff Manor, NY"
Custer,WI,4,15,"Custer, WI"
Lehighton,PA,4,18,"Lehighton, PA"
Vicksburg,MS,4,17,"Vicksburg, MS"
Hermitage,TN,4,12,"Hermitage, TN"
Dix Hills,NY,4,8,"Dix Hills, NY"
Big Sur,CA,4,17,"Big Sur, CA"
Wilkes-barre Township,PA,4,16,"Wilkes-barre Township, PA"
Huber Heights,OH,4,16,"Huber Heights, OH"
San Martin,CA,4,10,"San Martin, CA"
Hudson,OH,4,8,"Hudson, OH"
Willamina,OR,4,4,"Willamina, OR"
Hudson Oaks,TX,4,5,"Hudson Oaks, TX"
Kirkwood,CA,4,14,"Kirkwood, CA"
Kirkwood,MO,4,15,"Kirkwood, MO"
North Brunswick,NJ,4,15,"North Brunswick, NJ"
Lake Arrowhead,CA,4,16,"Lake Arrowhead, CA"
Stoughton,WI,4,4,"Stoughton, WI"
Bloomingdale,IL,4,20,"Bloomingdale, IL"
Willcox,AZ,4,14,"Willcox, AZ"
Laie,HI,4,9,"Laie, HI"
Warrington,PA,4,9,"Warrington, PA"
North Branch,MN,4,24,"North Branch, MN"
North Ridgeville,OH,4,17,"North Ridgeville, OH"
Washington,MO,4,8,"Washington, MO"
Blue Earth,MN,4,7,"Blue Earth, MN"
Wilkes Barre,PA,4,7,"Wilkes Barre, PA"
St Clair Shores,MI,4,19,"St Clair Shores, MI"
Vincennes,IN,4,6,"Vincennes, IN"
Ruston,LA,4,14,"Ruston, LA"
Lake Worth Beach,FL,4,8,"Lake Worth Beach, FL"
Orangeburg,NY,4,38,"Orangeburg, NY"
Copiague,NY,4,16,"Copiague, NY"
Boardman,OH,4,6,"Boardman, OH"
Battle Ground,WA,4,11,"Battle Ground, WA"
Niwot,CO,4,10,"Niwot, CO"
Baxter,MN,4,16,"Baxter, MN"
Streetsboro,OH,4,7,"Streetsboro, OH"
Noblesville,IN,4,4,"Noblesville, IN"
Norco,CA,4,10,"Norco, CA"
Palatka,FL,4,9,"Palatka, FL"
Bluff,UT,4,6,"Bluff, UT"
Norfolk,MA,4,8,"Norfolk, MA"
St Charles,MO,4,18,"St Charles, MO"
San Lorenzo,CA,4,6,"San Lorenzo, CA"
Ozark,MO,4,8,"Ozark, MO"
Corsicana,TX,4,26,"Corsicana, TX"
Bastrop,TX,4,23,"Bastrop, TX"
Otis,OR,4,4,"Otis, OR"
Bear,DE,4,14,"Bear, DE"
Detroit Lakes,MN,4,9,"Detroit Lakes, MN"
La Puente,CA,4,12,"La Puente, CA"
Bird In Hand,PA,4,8,"Bird In Hand, PA"
Coxsackie,NY,4,16,"Coxsackie, NY"
Oro Valley,AZ,4,10,"Oro Valley, AZ"
La Plata,MD,4,8,"La Plata, MD"
Ottawa,IL,4,13,"Ottawa, IL"
Orono,ME,4,8,"Orono, ME"
Ipswich,MA,4,7,"Ipswich, MA"
Oroville,CA,4,16,"Oroville, CA"
Beaufort,SC,4,11,"Beaufort, SC"
Independence,OR,4,8,"Independence, OR"
Warwick,NY,4,14,"Warwick, NY"
Osage Beach,MO,4,14,"Osage Beach, MO"
St Paul,MN,4,10,"St Paul, MN"
Covington,VA,4,8,"Covington, VA"
Wahiawa,HI,4,11,"Wahiawa, HI"
Deltona,FL,4,18,"Deltona, FL"
Owego,NY,4,21,"Owego, NY"
Stewartville,MN,4,11,"Stewartville, MN"
La Vista,NE,4,8,"La Vista, NE"
Williams,CA,4,23,"Williams, CA"
Oxford,PA,4,8,"Oxford, PA"
Cortez,CO,4,14,"Cortez, CO"
Oxford,MI,4,8,"Oxford, MI"
Corydon,IN,4,9,"Corydon, IN"
Knightdale,NC,4,19,"Knightdale, NC"
Blairsville,GA,4,6,"Blairsville, GA"
Dighton,MA,4,8,"Dighton, MA"
North Reading,MA,4,8,"North Reading, MA"
North Port,FL,4,11,"North Port, FL"
Huron,CA,4,6,"Huron, CA"
Blaine,WA,4,32,"Blaine, WA"
St Louis Park,MN,4,34,"St Louis Park, MN"
Hurricane,UT,4,9,"Hurricane, UT"
Blaine,MN,4,30,"Blaine, MN"
Orland Park,IL,4,19,"Orland Park, IL"
Hutchinson,MN,4,10,"Hutchinson, MN"
Washington,UT,4,32,"Washington, UT"
Wickenburg,AZ,4,33,"Wickenburg, AZ"
Winchester,CA,4,23,"Winchester, CA"
New Springfield,OH,4,24,"New Springfield, OH"
Laytonville,CA,4,12,"Laytonville, CA"
Ontario,OR,4,26,"Ontario, OR"
Winters,CA,4,9,"Winters, CA"
New Prague,MN,4,14,"New Prague, MN"
New Providence,NJ,4,32,"New Providence, NJ"
Rowley,MA,4,7,"Rowley, MA"
Bala Cynwyd,PA,4,8,"Bala Cynwyd, PA"
Payson,AZ,4,21,"Payson, AZ"
Hillsboro,TX,4,34,"Hillsboro, TX"
Hinesville,GA,4,8,"Hinesville, GA"
Northborough,MA,4,24,"Northborough, MA"
Victor,ID,4,4,"Victor, ID"
Dundee,MI,4,11,"Dundee, MI"
Columbus,TX,4,17,"Columbus, TX"
Hillsdale,NY,4,15,"Hillsdale, NY"
Hillside,NJ,4,9,"Hillside, NJ"
Bee Cave,TX,4,14,"Bee Cave, TX"
Willimantic,CT,4,16,"Willimantic, CT"
Saratoga Springs,UT,4,8,"Saratoga Springs, UT"
Leadville,CO,4,6,"Leadville, CO"
New London,NH,4,7,"New London, NH"
Pecos,TX,4,16,"Pecos, TX"
Leesport,PA,4,4,"Leesport, PA"
Hernando,MS,4,11,"Hernando, MS"
Pensacola Beach,FL,4,8,"Pensacola Beach, FL"
Jamestown,CA,4,7,"Jamestown, CA"
Roseville,MI,4,14,"Roseville, MI"
Pennsauken Township,NJ,4,17,"Pennsauken Township, NJ"
Winchester,KY,4,9,"Winchester, KY"
Northport,NY,4,12,"Northport, NY"
Wahoo,NE,4,7,"Wahoo, NE"
Keyport,NJ,4,10,"Keyport, NJ"
Cripple Creek,CO,4,7,"Cripple Creek, CO"
Collegedale,TN,4,8,"Collegedale, TN"
Jacksonville,AR,4,8,"Jacksonville, AR"
Collierville,TN,4,9,"Collierville, TN"
Duquesne,PA,4,8,"Duquesne, PA"
St. Cloud,FL,4,18,"St. Cloud, FL"
Lebanon,IN,4,19,"Lebanon, IN"
Jackman,ME,4,8,"Jackman, ME"
Kingdom City,MO,4,5,"Kingdom City, MO"
Springfield,VT,4,11,"Springfield, VT"
Washington Terrace,UT,4,8,"Washington Terrace, UT"
Ruidoso,NM,4,9,"Ruidoso, NM"
Duarte,CA,4,41,"Duarte, CA"
Pleasanton,TX,4,17,"Pleasanton, TX"
Land O' Lakes,FL,4,24,"Land O' Lakes, FL"
Newport,AR,4,10,"Newport, AR"
North Tonawanda,NY,4,14,"North Tonawanda, NY"
Barrington,RI,4,6,"Barrington, RI"
Springfield,NJ,4,24,"Springfield, NJ"
Homerville,GA,4,6,"Homerville, GA"
Walcott,IA,4,14,"Walcott, IA"
Newport,VT,4,12,"Newport, VT"
Parachute,CO,4,17,"Parachute, CO"
Homewood,AL,4,24,"Homewood, AL"
Springfield,PA,4,17,"Springfield, PA"
Newry,ME,4,15,"Newry, ME"
Bartlesville,OK,4,11,"Bartlesville, OK"
Coon Rapids,MN,4,8,"Coon Rapids, MN"
Bolivar,MO,4,10,"Bolivar, MO"
Park Ridge,NJ,4,7,"Park Ridge, NJ"
Bedford,VA,4,13,"Bedford, VA"
Bardonia,NY,4,20,"Bardonia, NY"
Newbury Park,CA,4,10,"Newbury Park, CA"
Spring Lake,MI,4,10,"Spring Lake, MI"
Orange,CT,4,15,"Orange, CT"
Big Rapids,MI,4,14,"Big Rapids, MI"
Ballwin,MO,4,6,"Ballwin, MO"
Bandera,TX,4,7,"Bandera, TX"
Stephenville,TX,4,9,"Stephenville, TX"
Vidalia,GA,4,18,"Vidalia, GA"
Kingsport,TN,4,15,"Kingsport, TN"
Banning,CA,4,11,"Banning, CA"
Spring Valley,NY,4,33,"Spring Valley, NY"
Islandia,NY,4,18,"Islandia, NY"
Sulphur Springs,TX,4,20,"Sulphur Springs, TX"
Springboro,OH,4,16,"Springboro, OH"
Boron,CA,4,4,"Boron, CA"
Parlier,CA,4,7,"Parlier, CA"
Dudley,MA,4,8,"Dudley, MA"
Parkville,MO,4,12,"Parkville, MO"
Tawas City,MI,4,5,"Tawas City, MI"
West Bend,WI,4,7,"West Bend, WI"
Chippewa Falls,WI,4,13,"Chippewa Falls, WI"
Union Gap,WA,4,16,"Union Gap, WA"
Union City,TN,4,20,"Union City, TN"
West Bloomfield,MI,4,8,"West Bloomfield, MI"
Thomson,GA,4,6,"Thomson, GA"
Thompsonville,MI,4,7,"Thompsonville, MI"
Thomasville,NC,4,13,"Thomasville, NC"
Robbinsdale,MN,4,13,"Robbinsdale, MN"
Townsend,MA,4,8,"Townsend, MA"
Gonzales,LA,4,23,"Gonzales, LA"
Potomac,MD,4,18,"Potomac, MD"
Raymore,MO,4,8,"Raymore, MO"
Mechanicsville,MD,4,6,"Mechanicsville, MD"
Westerly,RI,4,15,"Westerly, RI"
Channelview,TX,4,17,"Channelview, TX"
Pottstown,PA,4,22,"Pottstown, PA"
Anderson,CA,4,15,"Anderson, CA"
Ennis,TX,4,32,"Ennis, TX"
Enumclaw,WA,4,14,"Enumclaw, WA"
Silverdale,WA,4,27,"Silverdale, WA"
Rawlins,WY,4,17,"Rawlins, WY"
Ringgold,GA,4,5,"Ringgold, GA"
Centralia,IL,4,16,"Centralia, IL"
Americus,GA,4,5,"Americus, GA"
Byron Center,MI,4,10,"Byron Center, MI"
Torrey,UT,4,13,"Torrey, UT"
Westport,NY,4,8,"Westport, NY"
Moon Township,PA,4,13,"Moon Township, PA"
Prairie Du Sac,WI,4,8,"Prairie Du Sac, WI"
Union City,GA,4,9,"Union City, GA"
Chadron,NE,4,6,"Chadron, NE"
Wyoming,MI,4,21,"Wyoming, MI"
Gloucester Township,NJ,4,8,"Gloucester Township, NJ"
Carolina Beach,NC,4,10,"Carolina Beach, NC"
Fremont,NE,4,10,"Fremont, NE"
Godfrey,IL,4,6,"Godfrey, IL"
Ephraim,WI,4,9,"Ephraim, WI"
Manchester,TN,4,17,"Manchester, TN"
Carmel Valley,CA,4,15,"Carmel Valley, CA"
Somerville,NJ,4,14,"Somerville, NJ"
Yucca Valley,CA,4,25,"Yucca Valley, CA"
Uniontown,PA,4,7,"Uniontown, PA"
Cardiff By The Sea,CA,4,7,"Cardiff By The Sea, CA"
Grand Marais,MN,4,11,"Grand Marais, MN"
Wyandanch,NY,4,16,"Wyandanch, NY"
Unity,ME,4,8,"Unity, ME"
Emmitsburg,MD,4,8,"Emmitsburg, MD"
University,MS,4,8,"University, MS"
Somerset,NJ,4,8,"Somerset, NJ"
Soldotna,AK,4,16,"Soldotna, AK"
Cape Elizabeth,ME,4,13,"Cape Elizabeth, ME"
Frankfort,MI,4,8,"Frankfort, MI"
Mendon,MA,4,14,"Mendon, MA"
Cape Canaveral Space Force Station,FL,4,8,"Cape Canaveral Space Force Station, FL"
Angola,IN,4,13,"Angola, IN"
Portage,IN,4,20,"Portage, IN"
Port Wentworth,GA,4,13,"Port Wentworth, GA"
Grand Haven,MI,4,10,"Grand Haven, MI"
Endicott,NY,4,10,"Endicott, NY"
Charlestown,RI,4,8,"Charlestown, RI"
Uniontown,OH,4,7,"Uniontown, OH"
Seward,AK,4,8,"Seward, AK"
Portsmouth,VA,4,19,"Portsmouth, VA"
Portsmouth,RI,4,16,"Portsmouth, RI"
Grafton,MA,4,10,"Grafton, MA"
Carlsbad,NM,4,14,"Carlsbad, NM"
Tolleson,AZ,4,4,"Tolleson, AZ"
Manahawkin,NJ,4,7,"Manahawkin, NJ"
Wynantskill,NY,4,7,"Wynantskill, NY"
Medford,WI,4,7,"Medford, WI"
Rochelle,IL,4,16,"Rochelle, IL"
Graham,NC,4,12,"Graham, NC"
Shiloh,IL,4,15,"Shiloh, IL"
Franklin Park,NJ,4,10,"Franklin Park, NJ"
Wentzville,MO,4,7,"Wentzville, MO"
Englewood,FL,4,7,"Englewood, FL"
Rio Rancho,NM,4,9,"Rio Rancho, NM"
Tujunga,CA,4,6,"Tujunga, CA"
Minden,NV,4,16,"Minden, NV"
Massillon,OH,4,13,"Massillon, OH"
Maryville,IL,4,8,"Maryville, IL"
Riverdale,MD,4,13,"Riverdale, MD"
Moncks Corner,SC,4,10,"Moncks Corner, SC"
Alpine,CA,4,30,"Alpine, CA"
Sleepy Hollow,NY,4,42,"Sleepy Hollow, NY"
Monroe Township,NJ,4,14,"Monroe Township, NJ"
Garden City,UT,4,4,"Garden City, UT"
Monsey,NY,4,13,"Monsey, NY"
Frostburg,MD,4,6,"Frostburg, MD"
Montague,MA,4,8,"Montague, MA"
Montague,MI,4,8,"Montague, MI"
Alpine,TX,4,20,"Alpine, TX"
Burrillville,RI,4,8,"Burrillville, RI"
Gambrills,MD,4,10,"Gambrills, MD"
Yarmouth,ME,4,10,"Yarmouth, ME"
Cassville,MO,4,6,"Cassville, MO"
Tiverton,RI,4,6,"Tiverton, RI"
Monroe,NY,4,21,"Monroe, NY"
Evesham,NJ,4,6,"Evesham, NJ"
Riverdale,GA,4,10,"Riverdale, GA"
Martin,TN,4,4,"Martin, TN"
Fair Oaks,IN,4,29,"Fair Oaks, IN"
Martinsburg,WV,4,23,"Martinsburg, WV"
Alliance,OH,4,14,"Alliance, OH"
Yerington,NV,4,8,"Yerington, NV"
Shawnee,OK,4,16,"Shawnee, OK"
Marshall,MN,4,21,"Marshall, MN"
Martinsville,VA,4,18,"Martinsville, VA"
Slippery Rock,PA,4,7,"Slippery Rock, PA"
Maryland Heights,MO,4,15,"Maryland Heights, MO"
Burgaw,NC,4,8,"Burgaw, NC"
Geneva,OH,4,10,"Geneva, OH"
Quartzsite,AZ,4,130,"Quartzsite, AZ"
Cedar Grove,NJ,4,7,"Cedar Grove, NJ"
Sheffield,OH,4,16,"Sheffield, OH"
Mitchell,SD,4,18,"Mitchell, SD"
Gibsonia,PA,4,8,"Gibsonia, PA"
Monte Sereno,CA,4,5,"Monte Sereno, CA"
Fallston,MD,4,14,"Fallston, MD"
Uintah,UT,4,4,"Uintah, UT"
Riverton,UT,4,10,"Riverton, UT"
Riverton,WY,4,9,"Riverton, WY"
Buda,TX,4,14,"Buda, TX"
Glen Mills,PA,4,14,"Glen Mills, PA"
Simpsonville,SC,4,4,"Simpsonville, SC"
Glen Rock,NJ,4,6,"Glen Rock, NJ"
Toppenish,WA,4,7,"Toppenish, WA"
Montgomeryville,PA,4,6,"Montgomeryville, PA"
Tulalip Bay,WA,4,5,"Tulalip Bay, WA"
Glendale,KY,4,8,"Glendale, KY"
Escanaba,MI,4,17,"Escanaba, MI"
Shafter,CA,4,34,"Shafter, CA"
Shenandoah,TX,4,22,"Shenandoah, TX"
Carrollton,GA,4,7,"Carrollton, GA"
Fanwood,NJ,4,6,"Fanwood, NJ"
Gahanna,OH,4,8,"Gahanna, OH"
Marion,IL,4,18,"Marion, IL"
Snoqualmie,WA,4,10,"Snoqualmie, WA"
Westlake,OH,4,9,"Westlake, OH"
Gallup,NM,4,28,"Gallup, NM"
Ramsey,MN,4,7,"Ramsey, MN"
Buffalo,MN,4,8,"Buffalo, MN"
Gillette,WY,4,20,"Gillette, WY"
Mayfield,OH,4,7,"Mayfield, OH"
Galesburg,IL,4,18,"Galesburg, IL"
Celina,TX,4,10,"Celina, TX"
Mission Hills,CA,4,18,"Mission Hills, CA"
Sister Bay,WI,4,7,"Sister Bay, WI"
Timnath,CO,4,7,"Timnath, CO"
Yosemite National Park,CA,4,23,"Yosemite National Park, CA"
Buena Vista,CO,4,14,"Buena Vista, CO"
Rancho Santa Margarita,CA,4,21,"Rancho Santa Margarita, CA"
Eureka,MO,4,11,"Eureka, MO"
Thatcher,AZ,4,4,"Thatcher, AZ"
Burlington,CO,4,4,"Burlington, CO"
Fletcher,NC,4,6,"Fletcher, NC"
South Gate,CA,4,9,"South Gate, CA"
Midwest City,OK,4,15,"Midwest City, OK"
South Brunswick Township,NJ,4,5,"South Brunswick Township, NJ"
Mountlake Terrace,WA,4,7,"Mountlake Terrace, WA"
Fort Washington,MD,4,14,"Fort Washington, MD"
Fort Washington,PA,4,17,"Fort Washington, PA"
Chickasha,OK,4,42,"Chickasha, OK"
Macedon,NY,4,7,"Macedon, NY"
Antioch,TN,4,15,"Antioch, TN"
Greenville,TX,4,19,"Greenville, TX"
El Dorado,AR,4,14,"El Dorado, AR"
Louisburg,NC,4,7,"Louisburg, NC"
Luverne,MN,4,7,"Luverne, MN"
Richmond,VT,4,6,"Richmond, VT"
Green River,UT,4,44,"Green River, UT"
Middletown,CA,4,8,"Middletown, CA"
Brookhaven,GA,4,11,"Brookhaven, GA"
El Reno,OK,4,13,"El Reno, OK"
Rockford,MI,4,8,"Rockford, MI"
Reedsport,OR,4,9,"Reedsport, OR"
South Paris,ME,4,7,"South Paris, ME"
Port Chester,NY,4,32,"Port Chester, NY"
Fort Dodge,IA,4,18,"Fort Dodge, IA"
Uxbridge,MA,4,18,"Uxbridge, MA"
Ridgedale,MO,4,22,"Ridgedale, MO"
Ada,OH,4,8,"Ada, OH"
Florissant,MO,4,6,"Florissant, MO"
Miami Shores,FL,4,8,"Miami Shores, FL"
Elizabeth City,NC,4,9,"Elizabeth City, NC"
Tremonton,UT,4,16,"Tremonton, UT"
Temple City,CA,4,8,"Temple City, CA"
Reisterstown,MD,4,14,"Reisterstown, MD"
Mount Pleasant,MI,4,6,"Mount Pleasant, MI"
Grimes,IA,4,9,"Grimes, IA"
Trinidad,CO,4,21,"Trinidad, CO"
Aptos,CA,4,14,"Aptos, CA"
Fort Payne,AL,4,8,"Fort Payne, AL"
Selbyville,DE,4,8,"Selbyville, DE"
Ponte Vedra Beach,FL,4,7,"Ponte Vedra Beach, FL"
Mount Morris,NY,4,12,"Mount Morris, NY"
Reidsville,GA,4,6,"Reidsville, GA"
Fort Smith,AR,4,10,"Fort Smith, AR"
Greenfield,WI,4,22,"Greenfield, WI"
Camden,NJ,4,10,"Camden, NJ"
Mesquite,NV,4,27,"Mesquite, NV"
Ada,OK,4,18,"Ada, OK"
Wheeler,OR,4,6,"Wheeler, OR"
Groveport,OH,4,20,"Groveport, OH"
Sidney,OH,4,6,"Sidney, OH"
Grover Beach,CA,4,23,"Grover Beach, CA"
Grantsville,UT,4,8,"Grantsville, UT"
Addison,IL,4,11,"Addison, IL"
Gulf Shores,AL,4,8,"Gulf Shores, AL"
Rexburg,ID,4,8,"Rexburg, ID"
Forest Lake,MN,4,11,"Forest Lake, MN"
Port Jefferson Station,NY,4,9,"Port Jefferson Station, NY"
West Unity,OH,4,24,"West Unity, OH"
Teton Village,WY,4,8,"Teton Village, WY"
Zionsville,IN,4,21,"Zionsville, IN"
Ellicottville,NY,4,12,"Ellicottville, NY"
Madisonville,TX,4,41,"Madisonville, TX"
Cheboygan,MI,4,11,"Cheboygan, MI"
Annandale-on-hudson,NY,4,10,"Annandale-on-hudson, NY"
Chestnut Hill,MA,4,25,"Chestnut Hill, MA"
Brownsville,TN,4,4,"Brownsville, TN"
Richmond,MO,4,8,"Richmond, MO"
Fort Edward,NY,4,4,"Fort Edward, NY"
Effingham,IL,4,24,"Effingham, IL"
Grasonville,MD,4,27,"Grasonville, MD"
Chelsea,MA,4,38,"Chelsea, MA"
Fowler,CA,4,11,"Fowler, CA"
Chipley,FL,4,22,"Chipley, FL"
Morton,WA,4,4,"Morton, WA"
Wellington,CO,4,4,"Wellington, CO"
Grovetown,GA,4,12,"Grovetown, GA"
Rhinelander,WI,4,9,"Rhinelander, WI"
Floyd,VA,4,10,"Floyd, VA"
Port St Lucie,FL,4,13,"Port St Lucie, FL"
Mountain Home,AR,4,5,"Mountain Home, AR"
Mountain City,TN,4,6,"Mountain City, TN"
Flagler Beach,FL,4,7,"Flagler Beach, FL"
Canton,TX,4,7,"Canton, TX"
Middleburg,FL,4,9,"Middleburg, FL"
Arden,NC,4,8,"Arden, NC"
Metter,GA,4,19,"Metter, GA"
Morris,MN,4,7,"Morris, MN"
Weaverville,NC,4,5,"Weaverville, NC"
Zelienople,PA,4,7,"Zelienople, PA"
Texarkana,TX,4,17,"Texarkana, TX"
Butler,NJ,3,5,"Butler, NJ"
St. Michaels,MD,3,5,"St. Michaels, MD"
Casper,WY,3,10,"Casper, WY"
Shelter Island,NY,3,7,"Shelter Island, NY"
Oak Grove,OR,3,6,"Oak Grove, OR"
West Hills,CA,3,11,"West Hills, CA"
Sandpoint,ID,3,4,"Sandpoint, ID"
Mayfield,NY,3,5,"Mayfield, NY"
Camp Springs,MD,3,12,"Camp Springs, MD"
Caseyville,IL,3,12,"Caseyville, IL"
Wapato,WA,3,4,"Wapato, WA"
Bladensburg,MD,3,9,"Bladensburg, MD"
Kearney,MO,3,12,"Kearney, MO"
Blackwell,OK,3,18,"Blackwell, OK"
Minturn,CO,3,4,"Minturn, CO"
Butte,MT,3,18,"Butte, MT"
Oak Harbor,WA,3,5,"Oak Harbor, WA"
Oak Island,NC,3,6,"Oak Island, NC"
